time_stamp, elapsed_time, camera_id, face_count, avg_FEQ, person1, person2, person3, person4, person5, person6, person7, person8, person9
2018-06-14-09:53:42.880, 28.91436, 4, 3, 0.0891850075374047, 0.19868536293506622, 0.0401625819504261, 0.028707077726721764
2018-06-14-09:53:43.041, 29.074815, 4, 3, 0.11866937950253487, 0.28527238965034485, 0.03875618800520897, 0.03197956085205078
2018-06-14-09:53:43.171, 29.204881, 4, 3, 0.1019214428961277, 0.23423142731189728, 0.031143832951784134, 0.04038906842470169
2018-06-14-09:53:43.301, 29.335289, 4, 3, 0.11662992276251316, 0.3024941086769104, 0.018194368109107018, 0.029201291501522064
2018-06-14-09:53:43.430, 29.464614, 4, 3, 0.03157940320670605, 0.02790137380361557, 0.01353214867413044, 0.05330468714237213
2018-06-14-09:53:43.560, 29.594178, 4, 2, 0.14661324955523014, 0.24166831374168396, 0.05155818536877632
2018-06-14-09:53:43.690, 29.724669, 4, 2, 0.11128425225615501, 0.2030746340751648, 0.019493870437145233
2018-06-14-09:53:43.820, 29.854063, 4, 3, 0.020678747134904068, 0.03191915154457092, 0.01621503196656704, 0.013902057893574238
2018-06-14-09:53:43.951, 29.985065, 4, 3, 0.02113796832660834, 0.011777842417359352, 0.023734688758850098, 0.02790137380361557
2018-06-14-09:53:44.122, 30.155966, 4, 3, 0.05037468485534191, 0.07290027290582657, 0.019985152408480644, 0.05823862925171852
2018-06-14-09:53:44.231, 30.264793, 4, 2, 0.1436263620853424, 0.15190640091896057, 0.13534632325172424
2018-06-14-09:53:44.361, 30.395064, 4, 3, 0.09387618613739808, 0.22592855989933014, 0.02359929494559765, 0.032100703567266464
2018-06-14-09:53:44.497, 30.531227, 4, 2, 0.11264891922473907, 0.19559408724308014, 0.02970375120639801
2018-06-14-09:53:44.601, 30.634775, 4, 3, 0.03588353842496872, 0.07477004826068878, 0.018653521314263344, 0.014227045699954033
2018-06-14-09:53:44.760, 30.794521, 4, 3, 0.018270254445572693, 0.02838212437927723, 0.014559517614543438, 0.011869121342897415
2018-06-14-09:53:44.860, 30.894339, 4, 2, 0.05912169464863837, 0.11162799596786499, 0.006615393329411745
2018-06-14-09:53:45.000, 31.034575, 4, 3, 0.03532284560302893, 0.0064131636172533035, 0.06187598407268524, 0.037679389119148254
2018-06-14-09:53:45.160, 31.19441, 4, 3, 0.02799059838677446, 0.007066401187330484, 0.06512755155563354, 0.011777842417359352
2018-06-14-09:53:45.291, 31.3249, 4, 3, 0.12668594516192874, 0.3600389063358307, 0.013480104506015778, 0.0065388246439397335
2018-06-14-09:53:45.420, 31.454357, 4, 2, 0.009585014078766108, 0.011201213113963604, 0.007968815043568611
2018-06-14-09:53:45.551, 31.584765, 4, 2, 0.007098153466358781, 0.006850480102002621, 0.007345826830714941
2018-06-14-09:53:45.691, 31.725387, 4, 2, 0.009648000821471214, 0.01501474715769291, 0.004281254485249519
2018-06-14-09:53:45.787, 31.821246, 4, 2, 0.011322923470288515, 0.011869121342897415, 0.010776725597679615
2018-06-14-09:53:45.922, 31.956541, 4, 2, 0.009711066260933876, 0.009485713206231594, 0.009936419315636158
2018-06-14-09:53:46.071, 32.105518, 4, 3, 0.020553594299902517, 0.007149101700633764, 0.035678550601005554, 0.018833130598068237
2018-06-14-09:53:46.199, 32.233195, 4, 3, 0.013963217381387949, 0.0039917281828820705, 0.02446966990828514, 0.013428254052996635
2018-06-14-09:53:46.329, 32.363091, 4, 2, 0.10580637725070119, 0.1988408863544464, 0.012771868146955967
2018-06-14-09:53:46.461, 32.495714, 4, 3, 0.01971370664735635, 0.010091315023601055, 0.03949040547013283, 0.00955939944833517
2018-06-14-09:53:46.600, 32.634487, 4, 2, 0.13084522634744644, 0.15739572048187256, 0.10429473221302032
2018-06-14-09:53:46.730, 32.764553, 4, 3, 0.030301802481214207, 0.01634012721478939, 0.032161448150873184, 0.04240383207798004
2018-06-14-09:53:46.862, 32.89612, 4, 2, 0.022247076965868473, 0.01501474715769291, 0.029479406774044037
2018-06-14-09:53:46.971, 33.005173, 4, 2, 0.01730884611606598, 0.01578456163406372, 0.018833130598068237
2018-06-14-09:53:47.100, 33.134524, 4, 2, 0.00845491187646985, 0.011869121342897415, 0.005040702410042286
2018-06-14-09:53:47.261, 33.295, 4, 3, 0.007243286352604628, 0.011687257327139378, 0.004982269834727049, 0.005060331895947456
2018-06-14-09:53:47.400, 33.434601, 4, 3, 0.012878979245821634, 0.006666931323707104, 0.019681409001350403, 0.012288597412407398
2018-06-14-09:53:47.530, 33.564565, 4, 3, 0.014909319579601288, 0.01584536023437977, 0.020371295511722565, 0.00851130299270153
2018-06-14-09:53:47.673, 33.706991, 4, 3, 0.014386557197819153, 0.015663649886846542, 0.021206120029091835, 0.006289901677519083
2018-06-14-09:53:47.782, 33.816138, 4, 2, 0.023798184469342232, 0.03314851596951485, 0.014447852969169617
2018-06-14-09:53:47.921, 33.954915, 4, 2, 0.012439040001481771, 0.01384861022233963, 0.011029469780623913
2018-06-14-09:53:48.050, 34.084369, 4, 2, 0.02847821358591318, 0.0361519381403923, 0.02080448903143406
2018-06-14-09:53:48.181, 34.215013, 4, 3, 0.011853466741740704, 0.014063626527786255, 0.01609087362885475, 0.005405900068581104
2018-06-14-09:53:48.310, 34.343814, 4, 3, 0.01506864403684934, 0.01578456163406372, 0.02132808044552803, 0.008093290030956268
2018-06-14-09:53:48.440, 34.474477, 4, 3, 0.01198934686059753, 0.018617801368236542, 0.012722709216177464, 0.004627529997378588
2018-06-14-09:53:48.570, 34.604473, 4, 2, 0.014130466151982546, 0.017442483454942703, 0.010818448849022388
2018-06-14-09:53:48.702, 34.735932, 4, 2, 0.012887588469311595, 0.019606182351708412, 0.006168994586914778
2018-06-14-09:53:48.831, 34.865584, 4, 3, 0.015598315590371689, 0.011115012690424919, 0.027954399585723877, 0.0077255344949662685
2018-06-14-09:53:48.960, 34.994443, 4, 3, 0.012072709544251362, 0.010818448849022388, 0.0194193497300148, 0.005980330053716898
2018-06-14-09:53:49.090, 35.124589, 4, 3, 0.020896171607698005, 0.05203782394528389, 0.007403014227747917, 0.0032476766500622034
2018-06-14-09:53:49.220, 35.254452, 4, 2, 0.01019171392545104, 0.014117893762886524, 0.006265534088015556
2018-06-14-09:53:49.350, 35.383971, 4, 2, 0.01591828023083508, 0.006513499189168215, 0.025323061272501945
2018-06-14-09:53:49.446, 35.480718, 4, 1, 0.01182339433580637, 0.01182339433580637
2018-06-14-09:53:49.580, 35.61454, 4, 3, 0.020462519954890013, 0.022328784689307213, 0.005469274241477251, 0.033589500933885574
2018-06-14-09:53:49.722, 35.75589, 4, 2, 0.02880863379687071, 0.03126191347837448, 0.026355354115366936
2018-06-14-09:53:49.830, 35.864674, 4, 2, 0.021211596205830574, 0.024053553119301796, 0.018369639292359352
2018-06-14-09:53:49.991, 36.025376, 4, 3, 0.013032464310526848, 0.01542455144226551, 0.006692850962281227, 0.016979990527033806
2018-06-14-09:53:50.090, 36.123853, 4, 2, 0.008078392827883363, 0.009090384468436241, 0.007066401187330484
2018-06-14-09:53:50.218, 36.252423, 4, 2, 0.010286683216691017, 0.010902373120188713, 0.009670993313193321
2018-06-14-09:53:50.361, 36.39558, 4, 1, 0.011508149094879627, 0.011508149094879627
2018-06-14-09:53:50.472, 36.506251, 4, 2, 0.007447474868968129, 0.005554925184696913, 0.009340024553239346
2018-06-14-09:53:50.610, 36.644463, 4, 3, 0.009302711890389522, 0.008156249299645424, 0.012821214273571968, 0.006930672097951174
2018-06-14-09:53:50.740, 36.774689, 4, 3, 0.01938089697311322, 0.013376603834331036, 0.035745806992053986, 0.009020280092954636
2018-06-14-09:53:50.870, 36.904322, 4, 3, 0.011520567194869121, 0.011597362346947193, 0.004700060468167067, 0.018264278769493103
2018-06-14-09:53:51.001, 37.035332, 4, 3, 0.010767724985877672, 0.011072159744799137, 0.011597362346947193, 0.009633652865886688
2018-06-14-09:53:51.132, 37.166508, 4, 3, 0.007790370766694347, 0.007695647422224283, 0.0120537793263793, 0.003621685551479459
2018-06-14-09:53:51.271, 37.305074, 4, 3, 0.010828656144440174, 0.007403014227747917, 0.0050211502239108086, 0.020061803981661797
2018-06-14-09:53:51.397, 37.431509, 4, 3, 0.023537431843578815, 0.00955939944833517, 0.027272667735815048, 0.03378022834658623
2018-06-14-09:53:51.561, 37.595008, 4, 3, 0.025082036542395752, 0.023109277710318565, 0.01182339433580637, 0.04031343758106232
2018-06-14-09:53:51.691, 37.725571, 4, 3, 0.02266454913963874, 0.030675802379846573, 0.008610767312347889, 0.028707077726721764
2018-06-14-09:53:51.831, 37.865244, 4, 3, 0.01610377337783575, 0.038321975618600845, 0.004829721990972757, 0.005159622523933649
2018-06-14-09:53:51.961, 37.995014, 4, 3, 0.013370142628749212, 0.023734688758850098, 0.0037507889792323112, 0.012624950148165226
2018-06-14-09:53:52.090, 38.124288, 4, 2, 0.026251290924847126, 0.007403014227747917, 0.045099567621946335
2018-06-14-09:53:52.220, 38.254619, 4, 3, 0.01179826104392608, 0.01652955822646618, 0.011375600472092628, 0.007489624433219433
2018-06-14-09:53:52.350, 38.384502, 4, 3, 0.01103715319186449, 0.015663649886846542, 0.010130411945283413, 0.007317397743463516
2018-06-14-09:53:52.480, 38.513827, 4, 2, 0.007267129607498646, 0.008412977680563927, 0.006121281534433365
2018-06-14-09:53:52.621, 38.655443, 4, 2, 0.005280534329358488, 0.008950711227953434, 0.0016103574307635427
2018-06-14-09:53:52.722, 38.756657, 4, 3, 0.015180958434939384, 0.018797071650624275, 0.02456308715045452, 0.002182716503739357
2018-06-14-09:53:52.861, 38.895128, 4, 2, 0.015931661473587155, 0.02701479010283947, 0.004848532844334841
2018-06-14-09:53:52.987, 39.021313, 4, 3, 0.017282726398358744, 0.03050205297768116, 0.01778038963675499, 0.0035657365806400776
2018-06-14-09:53:53.121, 39.155255, 4, 3, 0.011775464983657002, 0.024283869192004204, 0.00821969285607338, 0.002822832902893424
2018-06-14-09:53:53.250, 39.284086, 4, 2, 0.011305633001029491, 0.016466174274683, 0.006145091727375984
2018-06-14-09:53:53.377, 39.410774, 4, 1, 0.007431773468852043, 0.007431773468852043
2018-06-14-09:53:53.510, 39.544084, 4, 3, 0.04463406621168057, 0.08772001415491104, 0.03753800690174103, 0.008644177578389645
2018-06-14-09:53:53.640, 39.673942, 4, 3, 0.023102833423763514, 0.02161533571779728, 0.04123002663254738, 0.006463137920945883
2018-06-14-09:53:53.770, 39.804227, 4, 3, 0.018761962962647278, 0.0194193497300148, 0.0326513797044754, 0.0042151594534516335
2018-06-14-09:53:53.931, 39.965009, 4, 3, 0.020688931612918775, 0.04240383207798004, 0.012288597412407398, 0.007374365348368883
2018-06-14-09:53:54.060, 40.094363, 4, 2, 0.011385493446141481, 0.012241275049746037, 0.010529711842536926
2018-06-14-09:53:54.190, 40.223989, 4, 2, 0.012306849472224712, 0.01829933375120163, 0.006314365193247795
2018-06-14-09:53:54.321, 40.35539, 4, 3, 0.011083605078359446, 0.015483987517654896, 0.013121270574629307, 0.004645557142794132
2018-06-14-09:53:54.460, 40.494447, 4, 3, 0.013936874146262804, 0.022499969229102135, 0.009412589482963085, 0.009898063726723194
2018-06-14-09:53:54.590, 40.624585, 4, 3, 0.014603092645605406, 0.012383785098791122, 0.01384861022233963, 0.017576882615685463
2018-06-14-09:53:54.721, 40.755298, 4, 3, 0.023929538826147716, 0.027954399585723877, 0.015072628855705261, 0.028761588037014008
2018-06-14-09:53:54.850, 40.883748, 4, 3, 0.02357951117058595, 0.01353214867413044, 0.02522682398557663, 0.03197956085205078
2018-06-14-09:53:55.011, 41.045702, 4, 3, 0.026961473437647026, 0.04410091042518616, 0.026006784290075302, 0.010776725597679615
2018-06-14-09:53:55.142, 41.176041, 4, 3, 0.02905584250887235, 0.050611432641744614, 0.01634012721478939, 0.020215967670083046
2018-06-14-09:53:55.251, 41.284871, 4, 2, 0.019488385878503323, 0.01501474715769291, 0.023962024599313736
2018-06-14-09:53:55.380, 41.414265, 4, 3, 0.02513840204725663, 0.044265877455472946, 0.012673734687268734, 0.018475593999028206
2018-06-14-09:53:55.540, 41.574472, 4, 3, 0.028397919610142708, 0.051749542355537415, 0.011158030480146408, 0.0222861859947443
2018-06-14-09:53:55.670, 41.70416, 4, 3, 0.023006773709009092, 0.023962024599313736, 0.005641908850520849, 0.03941638767719269
2018-06-14-09:53:55.809, 41.843171, 4, 3, 0.02022382151335478, 0.00912563782185316, 0.027169231325387955, 0.02437659539282322
2018-06-14-09:53:55.942, 41.976519, 4, 3, 0.028782276436686516, 0.04586266726255417, 0.009633652865886688, 0.03085050918161869
2018-06-14-09:53:56.050, 42.084645, 4, 2, 0.01711323857307434, 0.00821969285607338, 0.026006784290075302
2018-06-14-09:53:56.180, 42.213913, 4, 2, 0.01638013683259487, 0.016914913430809975, 0.01584536023437977
2018-06-14-09:53:56.352, 42.385913, 4, 3, 0.019209828227758408, 0.01778038963675499, 0.020725060254335403, 0.01912403479218483
2018-06-14-09:53:56.462, 42.496673, 4, 3, 0.01846111286431551, 0.011687257327139378, 0.02382536791265011, 0.019870713353157043
2018-06-14-09:53:56.602, 42.636436, 4, 3, 0.026574115579326946, 0.02145073004066944, 0.03718677535653114, 0.021084841340780258
2018-06-14-09:53:56.742, 42.776104, 4, 2, 0.012416648212820292, 0.011508149094879627, 0.013325147330760956
2018-06-14-09:53:56.880, 42.913905, 4, 3, 0.022920550778508186, 0.042087726294994354, 0.012771868146955967, 0.013902057893574238
2018-06-14-09:53:57.009, 43.043538, 4, 2, 0.008628242649137974, 0.008745182305574417, 0.00851130299270153
2018-06-14-09:53:57.141, 43.175398, 4, 2, 0.008490762207657099, 0.008950711227953434, 0.008030813187360764
2018-06-14-09:53:57.271, 43.305337, 4, 3, 0.02581579765925805, 0.054701510816812515, 0.007846239022910595, 0.014899643138051033
2018-06-14-09:53:57.401, 43.435248, 4, 3, 0.017167665995657444, 0.02517884038388729, 0.008881674148142338, 0.017442483454942703
2018-06-14-09:53:57.563, 43.597027, 4, 3, 0.020582742368181545, 0.018617801368236542, 0.011331753805279732, 0.031798671931028366
2018-06-14-09:53:57.667, 43.701374, 4, 3, 0.028946795190374058, 0.06301947683095932, 0.012576348148286343, 0.011244560591876507
2018-06-14-09:53:57.830, 43.864443, 4, 3, 0.01792244954655568, 0.023286305367946625, 0.017309093847870827, 0.013171949423849583
2018-06-14-09:53:57.961, 43.994969, 4, 3, 0.0343592536325256, 0.08803311735391617, 0.006265534088015556, 0.008779109455645084
2018-06-14-09:53:58.089, 44.123691, 4, 3, 0.013999115365246931, 0.008061991073191166, 0.01584536023437977, 0.01808999478816986
2018-06-14-09:53:58.217, 44.251469, 4, 3, 0.019879826654990513, 0.01542455144226551, 0.020023442804813385, 0.024191485717892647
2018-06-14-09:53:58.381, 44.414872, 4, 3, 0.018695076927542686, 0.026006784290075302, 0.010169656947255135, 0.019908789545297623
2018-06-14-09:53:58.509, 44.543646, 4, 3, 0.014290849367777506, 0.014392335899174213, 0.018582148477435112, 0.009898063726723194
2018-06-14-09:53:58.640, 44.67383, 4, 3, 0.016888749475280445, 0.02711765468120575, 0.010776725597679615, 0.012771868146955967
2018-06-14-09:53:58.770, 44.804495, 4, 2, 0.016678751446306705, 0.024053553119301796, 0.009303949773311615
2018-06-14-09:53:58.901, 44.935708, 4, 3, 0.021143179076413315, 0.009974920190870762, 0.04216654226183891, 0.011288074776530266
2018-06-14-09:53:59.061, 45.095674, 4, 3, 0.016708364554991324, 0.005598248448222876, 0.024845436215400696, 0.019681409001350403
2018-06-14-09:53:59.201, 45.234826, 4, 3, 0.02026321490605672, 0.010944576933979988, 0.01798621006309986, 0.03185885772109032
2018-06-14-09:53:59.330, 45.364458, 4, 3, 0.018509318431218464, 0.022201228886842728, 0.014957087114453316, 0.018369639292359352
2018-06-14-09:53:59.461, 45.495351, 4, 3, 0.02059077409406503, 0.029479406774044037, 0.014063626527786255, 0.0182292889803648
2018-06-14-09:53:59.590, 45.624626, 4, 2, 0.015948536340147257, 0.008610767312347889, 0.023286305367946625
2018-06-14-09:53:59.720, 45.753901, 4, 2, 0.015544109512120485, 0.009596454910933971, 0.021491764113307
2018-06-14-09:53:59.850, 45.883933, 4, 3, 0.023243235424160957, 0.010652510449290276, 0.014728613197803497, 0.0443485826253891
2018-06-14-09:53:59.980, 46.01452, 4, 3, 0.015050077500442663, 0.011072159744799137, 0.018653521314263344, 0.01542455144226551
2018-06-14-09:54:00.109, 46.14365, 4, 2, 0.01586325839161873, 0.018194368109107018, 0.01353214867413044
2018-06-14-09:54:00.271, 46.304829, 4, 3, 0.021499488813181717, 0.009196552447974682, 0.04603390023112297, 0.009268013760447502
2018-06-14-09:54:00.401, 46.434898, 4, 3, 0.016676110060264666, 0.0075772409327328205, 0.028114058077335358, 0.014337031170725822
2018-06-14-09:54:00.530, 46.564484, 4, 3, 0.021183232155938942, 0.007489624433219433, 0.024798158556222916, 0.03126191347837448
2018-06-14-09:54:00.670, 46.703906, 4, 3, 0.006343478181709846, 0.006073934957385063, 0.005260852165520191, 0.007695647422224283
2018-06-14-09:54:00.801, 46.835524, 4, 3, 0.01453146431595087, 0.008187909610569477, 0.014957087114453316, 0.02044939622282982
2018-06-14-09:54:00.930, 46.964434, 4, 3, 0.011729896379013857, 0.013376603834331036, 0.011915021575987339, 0.009898063726723194
2018-06-14-09:54:01.090, 47.123936, 4, 3, 0.03116990439593792, 0.008251599036157131, 0.07613247632980347, 0.00912563782185316
2018-06-14-09:54:01.217, 47.251812, 4, 3, 0.010869024166216453, 0.01287075038999319, 0.013222822919487953, 0.006513499189168215
2018-06-14-09:54:01.347, 47.381246, 4, 2, 0.010038468055427074, 0.008745182305574417, 0.011331753805279732
2018-06-14-09:54:01.481, 47.515589, 4, 3, 0.010729313207169374, 0.012920472770929337, 0.011777842417359352, 0.007489624433219433
2018-06-14-09:54:01.612, 47.646045, 4, 3, 0.009564324437330166, 0.0091610262170434, 0.014392335899174213, 0.005139611195772886
2018-06-14-09:54:01.741, 47.775184, 4, 2, 0.01206084294244647, 0.011201213113963604, 0.012920472770929337
2018-06-14-09:54:01.879, 47.912933, 4, 3, 0.010441781642536322, 0.0070390463806688786, 0.01945657655596733, 0.004829721990972757
2018-06-14-09:54:02.011, 48.045021, 4, 3, 0.01089254766702652, 0.01584536023437977, 0.011732464656233788, 0.005099818110466003
2018-06-14-09:54:02.171, 48.205491, 4, 3, 0.007657880894839764, 0.008745182305574417, 0.009303949773311615, 0.004924510605633259
2018-06-14-09:54:02.281, 48.315073, 4, 2, 0.02717294031754136, 0.042245496064424515, 0.012100384570658207
2018-06-14-09:54:02.410, 48.444314, 4, 2, 0.015509133227169514, 0.0204885546118021, 0.010529711842536926
2018-06-14-09:54:02.539, 48.573396, 4, 2, 0.018144238274544477, 0.015483987517654896, 0.02080448903143406
2018-06-14-09:54:02.639, 48.673571, 4, 2, 0.012106028385460377, 0.00970847625285387, 0.014503580518066883
2018-06-14-09:54:02.770, 48.804397, 4, 2, 0.01035871496424079, 0.011158030480146408, 0.00955939944833517
2018-06-14-09:54:02.900, 48.934258, 4, 2, 0.01341581903398037, 0.012383785098791122, 0.014447852969169617
2018-06-14-09:54:03.041, 49.075596, 4, 2, 0.014558888971805573, 0.020606474950909615, 0.00851130299270153
2018-06-14-09:54:03.151, 49.185493, 4, 2, 0.014736425830051303, 0.0063635739497840405, 0.023109277710318565
2018-06-14-09:54:03.252, 49.286019, 4, 2, 0.009769242256879807, 0.008380454033613205, 0.011158030480146408
2018-06-14-09:54:03.392, 49.425885, 4, 2, 0.010753225069493055, 0.008283627219498158, 0.013222822919487953
2018-06-14-09:54:03.511, 49.545604, 4, 2, 0.009933178080245852, 0.0064381021074950695, 0.013428254052996635
2018-06-14-09:54:03.641, 49.67522, 4, 2, 0.009161940542981029, 0.006771210115402937, 0.01155267097055912
2018-06-14-09:54:03.737, 49.770796, 4, 2, 0.011995884589850903, 0.005797401070594788, 0.018194368109107018
2018-06-14-09:54:03.871, 49.904987, 4, 2, 0.015269778668880463, 0.013689476996660233, 0.016850080341100693
2018-06-14-09:54:04.003, 50.036843, 4, 2, 0.012626432813704014, 0.012821214273571968, 0.01243165135383606
2018-06-14-09:54:04.111, 50.145661, 4, 2, 0.017315258271992207, 0.014337031170725822, 0.02029348537325859
2018-06-14-09:54:04.240, 50.274101, 4, 2, 0.009124238975346088, 0.008577484637498856, 0.009670993313193321
2018-06-14-09:54:04.337, 50.370922, 4, 2, 0.009135499829426408, 0.0075772409327328205, 0.010693758726119995
2018-06-14-09:54:04.470, 50.504024, 4, 2, 0.016581973992288113, 0.008412977680563927, 0.0247509703040123
2018-06-14-09:54:04.601, 50.6352, 4, 2, 0.008207221515476704, 0.007968815043568611, 0.008445627987384796
2018-06-14-09:54:04.730, 50.764344, 4, 2, 0.008119468810036778, 0.012007350102066994, 0.004231587518006563
2018-06-14-09:54:04.831, 50.865642, 4, 2, 0.0059702309081330895, 0.009670993313193321, 0.002269468503072858
2018-06-14-09:54:04.961, 50.995456, 4, 2, 0.013934727059677243, 0.0232419241219759, 0.004627529997378588
2018-06-14-09:54:05.090, 51.124186, 4, 2, 0.008862457354553044, 0.01428193412721157, 0.003442980581894517
2018-06-14-09:54:05.191, 51.224782, 4, 2, 0.012004908174276352, 0.013480104506015778, 0.010529711842536926
2018-06-14-09:54:05.332, 51.366481, 4, 2, 0.014845835510641336, 0.020844316110014915, 0.008847354911267757
2018-06-14-09:54:05.440, 51.474223, 4, 2, 0.01054335618391633, 0.008412977680563927, 0.012673734687268734
2018-06-14-09:54:05.570, 51.603929, 4, 2, 0.013380522606894374, 0.021206120029091835, 0.005554925184696913
2018-06-14-09:54:05.700, 51.734527, 4, 2, 0.00847026938572526, 0.011029469780623913, 0.005911068990826607
2018-06-14-09:54:05.800, 51.834271, 4, 2, 0.01026234496384859, 0.015483987517654896, 0.005040702410042286
2018-06-14-09:54:05.931, 51.965578, 4, 2, 0.007168380310758948, 0.007695647422224283, 0.0066411131992936134
2018-06-14-09:54:06.061, 52.095602, 4, 2, 0.005582884885370731, 0.006241259165108204, 0.004924510605633259
2018-06-14-09:54:06.191, 52.225725, 4, 2, 0.006069252034649253, 0.0063635739497840405, 0.005774930119514465
2018-06-14-09:54:06.297, 52.331266, 4, 2, 0.008613996440544724, 0.012527932412922382, 0.004700060468167067
2018-06-14-09:54:06.431, 52.46542, 4, 2, 0.021429527085274458, 0.012241275049746037, 0.03061777912080288
2018-06-14-09:54:06.527, 52.5612, 4, 2, 0.00851358100771904, 0.008711383678019047, 0.008315778337419033
2018-06-14-09:54:06.671, 52.705579, 4, 2, 0.010035107377916574, 0.010944576933979988, 0.00912563782185316
2018-06-14-09:54:06.802, 52.83617, 4, 2, 0.011869470123201609, 0.011777842417359352, 0.011961097829043865
2018-06-14-09:54:06.911, 52.945276, 4, 2, 0.011790848802775145, 0.017242776229977608, 0.006338921375572681
2018-06-14-09:54:07.043, 53.077012, 4, 2, 0.01060575246810913, 0.01578456163406372, 0.005426943302154541
2018-06-14-09:54:07.151, 53.184977, 4, 2, 0.014870145823806524, 0.019531236961483955, 0.010209054686129093
2018-06-14-09:54:07.279, 53.313715, 4, 2, 0.009068442042917013, 0.0055119339376688, 0.012624950148165226
2018-06-14-09:54:07.379, 53.413465, 4, 2, 0.01208175951614976, 0.01036815531551838, 0.01379536371678114
2018-06-14-09:54:07.510, 53.544101, 4, 2, 0.012528225313872099, 0.01141961570829153, 0.013636834919452667
2018-06-14-09:54:07.641, 53.675596, 4, 2, 0.004440945223905146, 0.004982269834727049, 0.0038996206130832434
2018-06-14-09:54:07.736, 53.770752, 4, 2, 0.006911945063620806, 0.008644177578389645, 0.005179712548851967
2018-06-14-09:54:07.870, 53.904053, 4, 2, 0.014638089574873447, 0.007907291874289513, 0.021368887275457382
2018-06-14-09:54:08.000, 54.034047, 4, 2, 0.015250928699970245, 0.013325147330760956, 0.017176710069179535
2018-06-14-09:54:08.101, 54.135122, 4, 1, 0.008644177578389645, 0.008644177578389645
2018-06-14-09:54:08.232, 54.265894, 4, 2, 0.012449860107153654, 0.013480104506015778, 0.01141961570829153
2018-06-14-09:54:08.339, 54.373707, 4, 2, 0.004123699152842164, 0.004736748989671469, 0.0035106493160128593
2018-06-14-09:54:08.481, 54.515517, 4, 2, 0.011425015050917864, 0.006192990578711033, 0.016657039523124695
2018-06-14-09:54:08.610, 54.644155, 4, 2, 0.009377975948154926, 0.00955939944833517, 0.009196552447974682
2018-06-14-09:54:08.722, 54.756316, 4, 1, 0.006957608740776777, 0.006957608740776777
2018-06-14-09:54:08.831, 54.864966, 4, 2, 0.0152647839859128, 0.008412977680563927, 0.022116590291261673
2018-06-14-09:54:08.961, 54.994807, 4, 2, 0.010860729031264782, 0.009898063726723194, 0.01182339433580637
2018-06-14-09:54:09.057, 55.091264, 4, 2, 0.008600101340562105, 0.012100384570658207, 0.005099818110466003
2018-06-14-09:54:09.190, 55.223945, 4, 2, 0.011438555084168911, 0.012100384570658207, 0.010776725597679615
2018-06-14-09:54:09.331, 55.36548, 4, 2, 0.012670963420532644, 0.023330768570303917, 0.0020111582707613707
2018-06-14-09:54:09.439, 55.473245, 4, 2, 0.01031358097679913, 0.013020489364862442, 0.007606672588735819
2018-06-14-09:54:09.581, 55.615654, 4, 2, 0.02188406791538, 0.028925718739628792, 0.01484241709113121
2018-06-14-09:54:09.691, 55.725045, 4, 2, 0.028380922973155975, 0.043691061437129974, 0.013070784509181976
2018-06-14-09:54:09.789, 55.823687, 4, 2, 0.011283766012638807, 0.011915021575987339, 0.010652510449290276
2018-06-14-09:54:09.920, 55.954048, 4, 2, 0.010251914616674185, 0.014615669846534729, 0.005888159386813641
2018-06-14-09:54:10.052, 56.086337, 4, 2, 0.011499512707814574, 0.004943688865751028, 0.01805533654987812
2018-06-14-09:54:10.162, 56.195919, 4, 2, 0.012346959207206964, 0.015603533945977688, 0.009090384468436241
2018-06-14-09:54:10.300, 56.334741, 4, 2, 0.011158911511301994, 0.013121270574629307, 0.009196552447974682
2018-06-14-09:54:10.400, 56.434714, 4, 2, 0.006606783252209425, 0.008745182305574417, 0.004468384198844433
2018-06-14-09:54:10.530, 56.564302, 4, 2, 0.008411723421886563, 0.009449081495404243, 0.007374365348368883
2018-06-14-09:54:10.671, 56.705348, 4, 2, 0.016704756766557693, 0.022715754806995392, 0.010693758726119995
2018-06-14-09:54:10.771, 56.80483, 4, 2, 0.008853698847815394, 0.010776725597679615, 0.006930672097951174
2018-06-14-09:54:10.900, 56.93405, 4, 2, 0.008378129452466965, 0.009090384468436241, 0.007665874436497688
2018-06-14-09:54:11.002, 57.036067, 4, 2, 0.009100235067307949, 0.010169656947255135, 0.008030813187360764
2018-06-14-09:54:11.142, 57.176052, 4, 2, 0.012592202052474022, 0.01501474715769291, 0.010169656947255135
2018-06-14-09:54:11.247, 57.281442, 4, 2, 0.009229233721271157, 0.011687257327139378, 0.006771210115402937
2018-06-14-09:54:11.381, 57.415708, 4, 2, 0.013196021085605025, 0.021409772336483, 0.004982269834727049
2018-06-14-09:54:11.491, 57.525393, 4, 2, 0.007558766286820173, 0.010902373120188713, 0.0042151594534516335
2018-06-14-09:54:11.620, 57.653868, 4, 2, 0.018577266950160265, 0.028870906680822372, 0.008283627219498158
2018-06-14-09:54:11.751, 57.785115, 4, 2, 0.01689549395814538, 0.02806074172258377, 0.005730246193706989
2018-06-14-09:54:11.852, 57.886235, 4, 2, 0.015085825230926275, 0.025130948051810265, 0.005040702410042286
2018-06-14-09:54:11.991, 58.024909, 4, 2, 0.007452319143339992, 0.007755536586046219, 0.007149101700633764
2018-06-14-09:54:12.087, 58.121018, 4, 2, 0.00888017751276493, 0.01400956604629755, 0.0037507889792323112
